danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,id,track_href,analysis_url,duration_ms,time_signature,name,artist,link,popularity,genres
0.685,0.584,5,-10.616,0,0.0276,0.288,0.00918,0.124,0.939,134.546,5vmRQ3zELMLUQPo2FLQ76x,https://api.spotify.com/v1/tracks/5vmRQ3zELMLUQPo2FLQ76x,https://api.spotify.com/v1/audio-analysis/5vmRQ3zELMLUQPo2FLQ76x,302413,4,Smalltown Boy,Bronski Beat,https://open.spotify.com/track/5vmRQ3zELMLUQPo2FLQ76x,78,"hi-nrg, new romantic, new wave, new wave pop, sophisti-pop, synthpop"
0.765,0.824,0,-6.354,1,0.0386,0.0436,2.75e-05,0.16,0.349,100.193,2IqPRjJAcLvPqAEbnB2VJz,https://api.spotify.com/v1/tracks/2IqPRjJAcLvPqAEbnB2VJz,https://api.spotify.com/v1/audio-analysis/2IqPRjJAcLvPqAEbnB2VJz,278227,4,The Safety Dance - Extended Dance Version,Men Without Hats,https://open.spotify.com/track/2IqPRjJAcLvPqAEbnB2VJz,55,"classic canadian rock, new romantic, new wave pop, synthpop"
0.757,0.805,7,-11.558,1,0.0333,0.0999,0.911,0.112,0.772,119.493,40JBwyos6icQnW7Gyv9OEn,https://api.spotify.com/v1/tracks/40JBwyos6icQnW7Gyv9OEn,https://api.spotify.com/v1/audio-analysis/40JBwyos6icQnW7Gyv9OEn,152693,4,Mystery of Love - Mixed,Mr. Fingers,https://open.spotify.com/track/40JBwyos6icQnW7Gyv9OEn,42,"acid house, chicago house, classic house"
0.748,0.907,6,-7.844,1,0.0611,0.0038,0.812,0.041,0.769,132.61,1iOHLlEsMbgJfYBFWy4TjG,https://api.spotify.com/v1/tracks/1iOHLlEsMbgJfYBFWy4TjG,https://api.spotify.com/v1/audio-analysis/1iOHLlEsMbgJfYBFWy4TjG,185043,4,Oh Yeah - Remastered 2005,Yello,https://open.spotify.com/track/1iOHLlEsMbgJfYBFWy4TjG,54,"new romantic, proto-techno, synthpop, zolo"
0.75,0.882,9,-5.0,0,0.0559,0.0349,0.753,0.105,0.531,136.036,5Yp141o1EpkBlLfu1B34Ec,https://api.spotify.com/v1/tracks/5Yp141o1EpkBlLfu1B34Ec,https://api.spotify.com/v1/audio-analysis/5Yp141o1EpkBlLfu1B34Ec,277754,4,Young Folks,Mindchatter,https://open.spotify.com/track/5Yp141o1EpkBlLfu1B34Ec,46,proto-hyperpop
0.754,0.76,9,-6.487,1,0.0384,0.448,0.666,0.0817,0.314,121.979,0ymhaRjiCwNQzeQEjewE7F,https://api.spotify.com/v1/tracks/0ymhaRjiCwNQzeQEjewE7F,https://api.spotify.com/v1/audio-analysis/0ymhaRjiCwNQzeQEjewE7F,145574,4,Restless Bones,Disco Lines,https://open.spotify.com/track/0ymhaRjiCwNQzeQEjewE7F,68,stutter house
0.575,0.971,8,-3.261,1,0.11,0.425,3.4e-06,0.105,0.764,106.052,3ZUMC5OazTA8QtLpdlPdz9,https://api.spotify.com/v1/tracks/3ZUMC5OazTA8QtLpdlPdz9,https://api.spotify.com/v1/audio-analysis/3ZUMC5OazTA8QtLpdlPdz9,175080,4,Sleepyhead,Passion Pit,https://open.spotify.com/track/3ZUMC5OazTA8QtLpdlPdz9,44,"indie rock, indietronica, modern rock, neo-synthpop, shimmer pop"
0.747,0.822,3,-6.373,0,0.0721,0.00353,0.132,0.165,0.578,129.994,787Y2idwCU2Rk60Prv4wpr,https://api.spotify.com/v1/tracks/787Y2idwCU2Rk60Prv4wpr,https://api.spotify.com/v1/audio-analysis/787Y2idwCU2Rk60Prv4wpr,207514,4,Saving Up,Dom Dolla,https://open.spotify.com/track/787Y2idwCU2Rk60Prv4wpr,78,"australian house, deep groove house, house"
0.609,0.94,10,-6.097,1,0.0617,0.00124,0.269,0.15,0.238,128.001,6txvQu0zUbiqG24A8XMLnK,https://api.spotify.com/v1/tracks/6txvQu0zUbiqG24A8XMLnK,https://api.spotify.com/v1/audio-analysis/6txvQu0zUbiqG24A8XMLnK,188592,4,Miracle Maker,Dom Dolla,https://open.spotify.com/track/6txvQu0zUbiqG24A8XMLnK,69,"australian house, deep groove house, house, uk dance"
0.655,0.767,6,-6.38,1,0.0522,0.000377,0.905,0.343,0.593,127.984,7KUsZg51ktiV77dhS03IME,https://api.spotify.com/v1/tracks/7KUsZg51ktiV77dhS03IME,https://api.spotify.com/v1/audio-analysis/7KUsZg51ktiV77dhS03IME,175308,4,Exceeder,Mason,https://open.spotify.com/track/7KUsZg51ktiV77dhS03IME,52,
0.766,0.563,9,-7.516,0,0.0339,0.0263,0.683,0.115,0.964,126.007,3E7ZwUMJFqpsDOJzEkBrQ7,https://api.spotify.com/v1/tracks/3E7ZwUMJFqpsDOJzEkBrQ7,https://api.spotify.com/v1/audio-analysis/3E7ZwUMJFqpsDOJzEkBrQ7,230640,4,Can't Get You out of My Head,Kylie Minogue,https://open.spotify.com/track/3E7ZwUMJFqpsDOJzEkBrQ7,81,"australian dance, australian pop, dance pop, eurodance, new wave pop"
0.822,0.969,7,-11.471,0,0.0582,0.259,0.000153,0.39,0.765,128.007,2yAVzRiEQooPEJ9SYx11L3,https://api.spotify.com/v1/tracks/2yAVzRiEQooPEJ9SYx11L3,https://api.spotify.com/v1/audio-analysis/2yAVzRiEQooPEJ9SYx11L3,283748,4,Blue (Da Ba Dee) - Gabry Ponte Ice Pop Radio,Eiffel 65,https://open.spotify.com/track/2yAVzRiEQooPEJ9SYx11L3,79,"eurodance, europop, italian adult pop, italo dance, eurodance, italo dance, slap house"
0.65,0.868,11,-4.785,0,0.0838,0.0827,0.222,0.125,0.445,200.143,3fqWMqLjDxzOdQpWKED0KD,https://api.spotify.com/v1/tracks/3fqWMqLjDxzOdQpWKED0KD,https://api.spotify.com/v1/audio-analysis/3fqWMqLjDxzOdQpWKED0KD,144000,4,Cold Day in Hell,NITTI,https://open.spotify.com/track/3fqWMqLjDxzOdQpWKED0KD,49,"brostep, electro house, electronic trap, bass house, electro house"
0.839,0.804,1,-2.977,1,0.0904,0.185,0.556,0.404,0.843,150.046,3sSD12MZkrsQItdYAfWt9c,https://api.spotify.com/v1/tracks/3sSD12MZkrsQItdYAfWt9c,https://api.spotify.com/v1/audio-analysis/3sSD12MZkrsQItdYAfWt9c,155200,4,Quickness,Eliminate,https://open.spotify.com/track/3sSD12MZkrsQItdYAfWt9c,53,"dubstep, gaming dubstep, brostep, dubstep"
0.638,0.84,0,-1.212,0,0.0749,0.0308,0.00181,0.0347,0.188,150.008,1rc8XBktYkxYkMAcJLQRxa,https://api.spotify.com/v1/tracks/1rc8XBktYkxYkMAcJLQRxa,https://api.spotify.com/v1/audio-analysis/1rc8XBktYkxYkMAcJLQRxa,216800,4,Mula,Eliminate,https://open.spotify.com/track/1rc8XBktYkxYkMAcJLQRxa,46,"dubstep, gaming dubstep"
0.604,0.921,7,-2.788,1,0.0527,0.264,0.586,0.318,0.113,149.883,2du0uUXHQAVdiUlUMUvucH,https://api.spotify.com/v1/tracks/2du0uUXHQAVdiUlUMUvucH,https://api.spotify.com/v1/audio-analysis/2du0uUXHQAVdiUlUMUvucH,230400,4,Waste My Time,Eliminate,https://open.spotify.com/track/2du0uUXHQAVdiUlUMUvucH,47,"dubstep, gaming dubstep"
0.608,0.99,7,-1.806,1,0.0952,0.0064,0.91,0.117,0.062,170.04,4IJ4xcOAkLzbDlW42pRdeG,https://api.spotify.com/v1/tracks/4IJ4xcOAkLzbDlW42pRdeG,https://api.spotify.com/v1/audio-analysis/4IJ4xcOAkLzbDlW42pRdeG,158118,4,Escobar,blvckjesus,https://open.spotify.com/track/4IJ4xcOAkLzbDlW42pRdeG,13,speed house
0.744,0.756,9,-7.72,1,0.13,0.0954,0.698,0.893,0.364,160.981,4IBwgoDpNG2p7EouVtFw0E,https://api.spotify.com/v1/tracks/4IBwgoDpNG2p7EouVtFw0E,https://api.spotify.com/v1/audio-analysis/4IBwgoDpNG2p7EouVtFw0E,220865,4,Venice Venture,Big Wild,https://open.spotify.com/track/4IBwgoDpNG2p7EouVtFw0E,53,
0.823,0.815,11,-3.947,1,0.134,0.00129,0.0494,0.599,0.474,125.989,7hU38LHqMSPFrvoqADFJp4,https://api.spotify.com/v1/tracks/7hU38LHqMSPFrvoqADFJp4,https://api.spotify.com/v1/audio-analysis/7hU38LHqMSPFrvoqADFJp4,207293,4,Chicken Soup,Skrillex,https://open.spotify.com/track/7hU38LHqMSPFrvoqADFJp4,54,"brostep, complextro, edm, electro, pop dance, bass house, complextro, dubstep, electro house, electronic trap, filthstep, gaming dubstep"
0.927,0.525,8,-8.256,0,0.0667,0.274,0.238,0.0672,0.778,118.023,1vMGIZbIkpaLSagdF2ygcV,https://api.spotify.com/v1/tracks/1vMGIZbIkpaLSagdF2ygcV,https://api.spotify.com/v1/audio-analysis/1vMGIZbIkpaLSagdF2ygcV,198305,4,Music Sounds Better with You,NEIL FRANCES,https://open.spotify.com/track/1vMGIZbIkpaLSagdF2ygcV,72,indie soul
0.586,0.893,7,-8.772,1,0.439,0.827,0.642,0.212,0.65,140.023,1c5CllrZr45UBhWpIqM332,https://api.spotify.com/v1/tracks/1c5CllrZr45UBhWpIqM332,https://api.spotify.com/v1/audio-analysis/1c5CllrZr45UBhWpIqM332,116630,3,Funny Thing,Thundercat,https://open.spotify.com/track/1c5CllrZr45UBhWpIqM332,78,"afrofuturism, indie soul"
0.633,0.684,10,-4.314,0,0.591,0.314,8.95e-05,0.112,0.725,209.688,0rVJ6v23RQozOIvr1YotJP,https://api.spotify.com/v1/tracks/0rVJ6v23RQozOIvr1YotJP,https://api.spotify.com/v1/audio-analysis/0rVJ6v23RQozOIvr1YotJP,213573,4,Hell N Back,Bakar,https://open.spotify.com/track/0rVJ6v23RQozOIvr1YotJP,76,uk alternative hip hop
0.635,0.841,0,-1.212,0,0.0742,0.0304,0.00177,0.0347,0.188,149.996,08EDz6781IVLc3qMn3VneT,https://api.spotify.com/v1/tracks/08EDz6781IVLc3qMn3VneT,https://api.spotify.com/v1/audio-analysis/08EDz6781IVLc3qMn3VneT,216800,4,Mula,Eliminate,https://open.spotify.com/track/08EDz6781IVLc3qMn3VneT,37,"dubstep, gaming dubstep"
0.877,0.56,7,-8.529,1,0.0621,0.156,0.000139,0.0535,0.969,110.86,2je56j0xuoTi1gYkLLMlJU,https://api.spotify.com/v1/tracks/2je56j0xuoTi1gYkLLMlJU,https://api.spotify.com/v1/audio-analysis/2je56j0xuoTi1gYkLLMlJU,211680,4,Get Down On It - Single Version,Kool & The Gang,https://open.spotify.com/track/2je56j0xuoTi1gYkLLMlJU,73,"disco, funk, motown, soft rock, soul"
0.638,0.717,8,-5.804,1,0.0375,0.001,1.79e-06,0.113,0.422,141.904,59NraMJsLaMCVtwXTSia8i,https://api.spotify.com/v1/tracks/59NraMJsLaMCVtwXTSia8i,https://api.spotify.com/v1/audio-analysis/59NraMJsLaMCVtwXTSia8i,132359,4,Prada,cassö,https://open.spotify.com/track/59NraMJsLaMCVtwXTSia8i,94,"uk contemporary r&b, uk pop, melodic drill, uk hip hop"
0.684,0.946,1,-2.657,1,0.0456,0.00507,0.146,0.192,0.114,127.98,2ER8U276TzWAisMwePjoHp,https://api.spotify.com/v1/tracks/2ER8U276TzWAisMwePjoHp,https://api.spotify.com/v1/audio-analysis/2ER8U276TzWAisMwePjoHp,182432,4,All My Heroes - Curbi Remix,Naeleck,https://open.spotify.com/track/2ER8U276TzWAisMwePjoHp,53,"electro, dutch house, edm, electro house, future house, pop dance, progressive electro house"
0.854,0.806,11,-8.262,0,0.0886,0.0209,0.0542,0.0703,0.637,124.927,20on25jryn53hWghthWWW3,https://api.spotify.com/v1/tracks/20on25jryn53hWghthWWW3,https://api.spotify.com/v1/audio-analysis/20on25jryn53hWghthWWW3,157890,4,Do It To It,ACRAZE,https://open.spotify.com/track/20on25jryn53hWghthWWW3,82,"pop dance, tech house, atl hip hop, girl group, hip pop, r&b, southern hip hop, urban contemporary"
0.848,0.821,2,-5.408,0,0.0527,0.0169,0.000403,0.0962,0.249,125.051,6GomT970rCOkKAyyrwJeZi,https://api.spotify.com/v1/tracks/6GomT970rCOkKAyyrwJeZi,https://api.spotify.com/v1/audio-analysis/6GomT970rCOkKAyyrwJeZi,157445,4,Move Your Body,Öwnboss,https://open.spotify.com/track/6GomT970rCOkKAyyrwJeZi,80,"brazilian edm, pop dance"
0.581,0.993,9,-1.924,1,0.203,0.00127,0.511,0.134,0.347,160.04,7lOZOXA3QVgyvzEg9Ch8S0,https://api.spotify.com/v1/tracks/7lOZOXA3QVgyvzEg9Ch8S0,https://api.spotify.com/v1/audio-analysis/7lOZOXA3QVgyvzEg9Ch8S0,205500,4,Fade Out,Callum Higby,https://open.spotify.com/track/7lOZOXA3QVgyvzEg9Ch8S0,32,"speed house, uk dance"
0.708,0.793,5,-5.426,0,0.0342,0.0136,0.00221,0.118,0.734,122.006,5HGxLtYxTriF7mMiriSpaz,https://api.spotify.com/v1/tracks/5HGxLtYxTriF7mMiriSpaz,https://api.spotify.com/v1/audio-analysis/5HGxLtYxTriF7mMiriSpaz,239418,4,You Were Right,RÜFÜS DU SOL,https://open.spotify.com/track/5HGxLtYxTriF7mMiriSpaz,75,"australian electropop, indietronica"
0.683,0.571,1,-7.721,1,0.0286,0.0335,0.0616,0.0957,0.29,120.044,2ouFrmMwYik8nQX2n9SeZu,https://api.spotify.com/v1/tracks/2ouFrmMwYik8nQX2n9SeZu,https://api.spotify.com/v1/audio-analysis/2ouFrmMwYik8nQX2n9SeZu,261001,4,On My Knees,RÜFÜS DU SOL,https://open.spotify.com/track/2ouFrmMwYik8nQX2n9SeZu,70,"australian electropop, indietronica"
0.64,0.74,4,-4.083,1,0.0284,0.0115,0.00678,0.167,0.785,116.879,6K4t31amVTZDgR3sKmwUJJ,https://api.spotify.com/v1/tracks/6K4t31amVTZDgR3sKmwUJJ,https://api.spotify.com/v1/audio-analysis/6K4t31amVTZDgR3sKmwUJJ,216320,4,The Less I Know The Better,Tame Impala,https://open.spotify.com/track/6K4t31amVTZDgR3sKmwUJJ,88,"australian psych, modern rock, neo-psychedelic, rock"
0.913,0.603,8,-4.892,1,0.226,0.0272,0.000503,0.167,0.497,123.061,3GZD6HmiNUhxXYf8Gch723,https://api.spotify.com/v1/tracks/3GZD6HmiNUhxXYf8Gch723,https://api.spotify.com/v1/audio-analysis/3GZD6HmiNUhxXYf8Gch723,234093,4,Lost,Frank Ocean,https://open.spotify.com/track/3GZD6HmiNUhxXYf8Gch723,86,"lgbtq+ hip hop, neo soul"
0.71,0.799,6,-4.897,1,0.0328,0.22,0.000602,0.349,0.725,120.372,4y1LsJpmMti1PfRQV9AWWe,https://api.spotify.com/v1/tracks/4y1LsJpmMti1PfRQV9AWWe,https://api.spotify.com/v1/audio-analysis/4y1LsJpmMti1PfRQV9AWWe,238267,4,Girls Just Want to Have Fun,Cyndi Lauper,https://open.spotify.com/track/4y1LsJpmMti1PfRQV9AWWe,83,"dance pop, new wave pop, permanent wave, soft rock"
0.765,0.468,11,-10.343,0,0.328,0.818,0.00708,0.109,0.347,127.984,5QOBT97OmYCZo1W5u7tRrB,https://api.spotify.com/v1/tracks/5QOBT97OmYCZo1W5u7tRrB,https://api.spotify.com/v1/audio-analysis/5QOBT97OmYCZo1W5u7tRrB,182013,4,ten,Fred again..,https://open.spotify.com/track/5QOBT97OmYCZo1W5u7tRrB,81,"edm, house, stutter house"
0.554,0.963,6,-3.762,0,0.035,0.000244,0.0702,0.431,0.918,128.175,1ChulFMnwxoD74Me8eX2TU,https://api.spotify.com/v1/tracks/1ChulFMnwxoD74Me8eX2TU,https://api.spotify.com/v1/audio-analysis/1ChulFMnwxoD74Me8eX2TU,195147,4,You Spin Me Round (Like a Record),Dead Or Alive,https://open.spotify.com/track/1ChulFMnwxoD74Me8eX2TU,77,"hi-nrg, new romantic, new wave pop, synthpop"
0.696,0.488,1,-7.508,1,0.0403,0.196,0.836,0.2,0.202,95.064,5EhnuLMer8qAXEDwmLtyrW,https://api.spotify.com/v1/tracks/5EhnuLMer8qAXEDwmLtyrW,https://api.spotify.com/v1/audio-analysis/5EhnuLMer8qAXEDwmLtyrW,212211,4,Puzzle Box,Rezz,https://open.spotify.com/track/5EhnuLMer8qAXEDwmLtyrW,62,"brostep, canadian electronic, edm, electra, electro house, brostep"
0.64,0.59,1,-2.502,0,0.0691,0.0495,0.206,0.144,0.103,90.047,6qLM7FY8SPWYIyKKhzzVO0,https://api.spotify.com/v1/tracks/6qLM7FY8SPWYIyKKhzzVO0,https://api.spotify.com/v1/audio-analysis/6qLM7FY8SPWYIyKKhzzVO0,224000,4,Here With Me,PEEKABOO,https://open.spotify.com/track/6qLM7FY8SPWYIyKKhzzVO0,57,"brostep, dubstep"
0.651,0.503,1,-10.773,1,0.0381,0.00297,0.00783,0.112,0.398,89.993,0Zg4tjgfqw9qzq7lXX2sUM,https://api.spotify.com/v1/tracks/0Zg4tjgfqw9qzq7lXX2sUM,https://api.spotify.com/v1/audio-analysis/0Zg4tjgfqw9qzq7lXX2sUM,265893,4,Hazey,Glass Animals,https://open.spotify.com/track/0Zg4tjgfqw9qzq7lXX2sUM,56,"gauze pop, indietronica, modern rock, pov: indie, shiver pop"
0.663,0.798,11,-8.02,1,0.0415,0.000132,0.802,0.0496,0.315,135.013,46eN6AYeRe0Ccln9kSGZmI,https://api.spotify.com/v1/tracks/46eN6AYeRe0Ccln9kSGZmI,https://api.spotify.com/v1/audio-analysis/46eN6AYeRe0Ccln9kSGZmI,285047,4,Satyr,O'Flynn,https://open.spotify.com/track/46eN6AYeRe0Ccln9kSGZmI,38,"float house, future garage"
0.768,0.686,0,-11.034,1,0.0615,0.0214,0.935,0.04,0.503,116.998,0M5nj7eG7QcDrdlzOv86c3,https://api.spotify.com/v1/tracks/0M5nj7eG7QcDrdlzOv86c3,https://api.spotify.com/v1/audio-analysis/0M5nj7eG7QcDrdlzOv86c3,345643,4,Tru Dancing,O'Flynn,https://open.spotify.com/track/0M5nj7eG7QcDrdlzOv86c3,39,"float house, future garage"
0.615,0.716,1,-9.675,1,0.0429,0.0211,0.912,0.0895,0.29,128.98,49KMGrpCasQj4bP7R27nEL,https://api.spotify.com/v1/tracks/49KMGrpCasQj4bP7R27nEL,https://api.spotify.com/v1/audio-analysis/49KMGrpCasQj4bP7R27nEL,273953,4,Talia,O'Flynn,https://open.spotify.com/track/49KMGrpCasQj4bP7R27nEL,16,"float house, future garage"
0.803,0.818,5,-12.499,0,0.109,0.00323,0.248,0.0937,0.475,120.216,6Dy4738jt4lDMHWkrRpd5R,https://api.spotify.com/v1/tracks/6Dy4738jt4lDMHWkrRpd5R,https://api.spotify.com/v1/audio-analysis/6Dy4738jt4lDMHWkrRpd5R,287937,4,Tyrion,O'Flynn,https://open.spotify.com/track/6Dy4738jt4lDMHWkrRpd5R,20,"float house, future garage"
0.601,0.62,5,-7.06,0,0.0737,0.116,1.15e-05,0.302,0.756,132.057,5sX8XyI1pdReiCbSpOjCaf,https://api.spotify.com/v1/tracks/5sX8XyI1pdReiCbSpOjCaf,https://api.spotify.com/v1/audio-analysis/5sX8XyI1pdReiCbSpOjCaf,146947,4,Black Rum,Cake Pop,https://open.spotify.com/track/5sX8XyI1pdReiCbSpOjCaf,49,"hyperpop, proto-hyperpop, hyperpop, proto-hyperpop, bubblegum bass, hyperpop, hyperpop"
0.677,0.958,6,-8.114,0,0.103,0.0818,0.749,0.177,0.605,89.927,3g4wkFSYsU7Qc7bPjaJEGV,https://api.spotify.com/v1/tracks/3g4wkFSYsU7Qc7bPjaJEGV,https://api.spotify.com/v1/audio-analysis/3g4wkFSYsU7Qc7bPjaJEGV,180438,4,One Touch,BAMBII,https://open.spotify.com/track/3g4wkFSYsU7Qc7bPjaJEGV,43,dancehall queen
0.556,0.852,1,-5.223,1,0.286,0.353,0.694,0.121,0.396,164.07,7ammiC4TKHgMXP8RnccYcA,https://api.spotify.com/v1/tracks/7ammiC4TKHgMXP8RnccYcA,https://api.spotify.com/v1/audio-analysis/7ammiC4TKHgMXP8RnccYcA,141951,4,Shoyu,IMANU,https://open.spotify.com/track/7ammiC4TKHgMXP8RnccYcA,48,"dutch dnb, bass trap, future bass, pop edm, vapor twitch"
0.792,0.782,11,-6.742,1,0.102,0.00481,0.172,0.108,0.548,124.049,0wYFT8QDImTgUh2qNSm7Xq,https://api.spotify.com/v1/tracks/0wYFT8QDImTgUh2qNSm7Xq,https://api.spotify.com/v1/audio-analysis/0wYFT8QDImTgUh2qNSm7Xq,234000,4,Space Funk '75,The Sponges,https://open.spotify.com/track/0wYFT8QDImTgUh2qNSm7Xq,48,bass house
0.699,0.949,9,-2.994,1,0.0739,0.00872,0.328,0.151,0.186,126.07,0dAfw35k2hBsnbSl74AVJF,https://api.spotify.com/v1/tracks/0dAfw35k2hBsnbSl74AVJF,https://api.spotify.com/v1/audio-analysis/0dAfw35k2hBsnbSl74AVJF,198095,4,dashstar*,Knock2,https://open.spotify.com/track/0dAfw35k2hBsnbSl74AVJF,65,bassline
0.811,0.888,1,-5.735,1,0.263,0.0547,0.92,0.277,0.219,125.984,25vG6krgfp2FQGNXzP4ZFV,https://api.spotify.com/v1/tracks/25vG6krgfp2FQGNXzP4ZFV,https://api.spotify.com/v1/audio-analysis/25vG6krgfp2FQGNXzP4ZFV,160000,4,Take A Step Back,Dr. Fresch,https://open.spotify.com/track/25vG6krgfp2FQGNXzP4ZFV,60,"bass house, electro house, bass house, tech house"
0.555,0.608,1,-8.226,1,0.0361,0.187,0.894,0.0868,0.0874,134.098,04Mpd1GmAjuE1N8E8Goih3,https://api.spotify.com/v1/tracks/04Mpd1GmAjuE1N8E8Goih3,https://api.spotify.com/v1/audio-analysis/04Mpd1GmAjuE1N8E8Goih3,412164,3,Speak In Symphony,Tourist,https://open.spotify.com/track/04Mpd1GmAjuE1N8E8Goih3,30,"chillwave, future garage, indie soul, indietronica, vapor soul"
0.849,0.473,8,-7.548,1,0.2,0.115,0.0,0.0488,0.616,107.001,2T93MtJuKMzcGRTR8fdizV,https://api.spotify.com/v1/tracks/2T93MtJuKMzcGRTR8fdizV,https://api.spotify.com/v1/audio-analysis/2T93MtJuKMzcGRTR8fdizV,214529,4,"ringtone (Remix) [feat. Charli XCX, Rico Nasty, Kero Kero Bonito]",100 gecs,https://open.spotify.com/track/2T93MtJuKMzcGRTR8fdizV,51,"bubblegum bass, hyperpop, proto-hyperpop, art pop, candy pop, metropopolis, pop, uk pop, alternative r&b, trap queen, escape room, japanese electropop"
0.616,0.86,8,-1.252,1,0.132,0.0521,0.000337,0.325,0.468,153.014,1hJN8hZvzEvOvqX32jSSrw,https://api.spotify.com/v1/tracks/1hJN8hZvzEvOvqX32jSSrw,https://api.spotify.com/v1/audio-analysis/1hJN8hZvzEvOvqX32jSSrw,152823,4,where’s my head at _,Basement Jaxx,https://open.spotify.com/track/1hJN8hZvzEvOvqX32jSSrw,59,"alternative dance, big beat, electronica, filter house, bubblegum bass, hyperpop, proto-hyperpop"
0.772,0.681,1,-6.7,1,0.0597,0.143,0.00237,0.106,0.761,160.039,4NDhaxAmbKXM8LKrOPNxsy,https://api.spotify.com/v1/tracks/4NDhaxAmbKXM8LKrOPNxsy,https://api.spotify.com/v1/audio-analysis/4NDhaxAmbKXM8LKrOPNxsy,135000,4,Flip It,Levity,https://open.spotify.com/track/4NDhaxAmbKXM8LKrOPNxsy,64,
